"","Category","Response","Participant","Trial","List","RT","Inv_RT","Invk_RT","zscore_per_pt","SM_term","ProdFreq","LgSUBTLWF","Sensorimotor","Linguistic","PLD","NSyll","Category.RT","Category.RT.secs"
"579","four-wheeled vehicle","car",26,9,1,2.926,0.3417635,341.7634997,-0.30488,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"580","four-wheeled vehicle","van",74,31,1,1.895,0.527704485,527.7044855,-0.57479,"van",15,3.42,0.007336116,0.290582635,1,1,1952.68,1.80805
"581","four-wheeled vehicle","car",68,22,1,2.542,0.393391031,393.3910307,-0.97132,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"582","four-wheeled vehicle","car",71,25,1,3.262,0.306560392,306.5603924,0.21728,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"583","four-wheeled vehicle","car",62,1,1,2.652,0.377073906,377.0739065,-0.3374,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"584","four-wheeled vehicle","car",35,5,1,1.894,0.527983105,527.9831045,-0.58984,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"585","four-wheeled vehicle","car",23,15,1,2.464,0.405844156,405.8441558,0.27768,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"586","four-wheeled vehicle","car",44,11,1,3.262,0.306560392,306.5603924,-0.45964,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"587","four-wheeled vehicle","car",53,14,1,2.56,0.390625,390.625,-0.20745,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"588","four-wheeled vehicle","car",47,10,1,2.756,0.362844702,362.8447025,-0.73431,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"589","four-wheeled vehicle","car",17,17,1,2.878,0.347463516,347.4635163,-0.44559,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"590","four-wheeled vehicle","car",65,37,1,2.673,0.374111485,374.1114852,-0.44824,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"591","four-wheeled vehicle","car",38,30,1,2.611,0.382995021,382.9950211,-0.01258,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"592","four-wheeled vehicle","car",59,6,1,5.388,0.185597624,185.5976244,0.22553,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"593","four-wheeled vehicle","car",77,7,1,1.864,0.536480687,536.4806867,-0.63629,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"594","four-wheeled vehicle","car",20,15,1,3.251,0.307597662,307.5976623,0.59518,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"595","four-wheeled vehicle","car",56,3,1,1.466,0.68212824,682.1282401,-0.69934,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"596","four-wheeled vehicle","car",29,27,1,2.095,0.477326969,477.326969,-0.54586,"car",19,4.39,0.026811652,0.25628936,1,1,1952.68,1.80805
"597","fraction","half",75,23,2,30.308,0.032994589,32.99458889,5.78944,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"598","fraction","third",69,2,2,8.143,0.122804863,122.8048631,2.20879,"third",9,3.58,0.022142114,0.437132184,1.6,1,637.9,1.2303
"599","fraction","third",60,12,2,7.971,0.125454774,125.4547736,1.36295,"third",9,3.58,0.022142114,0.437132184,1.6,1,637.9,1.2303
"600","fraction","one quarter",72,31,2,3.09,0.323624595,323.6245955,-0.16029,"quarter",2,5.203597364,0.179039605,0.538784509,2.95,3,637.9,1.2303
"601","fraction","two fifths",33,29,2,22.108,0.045232495,45.23249502,3.41846,"two fifths",3,NA,NA,0.555606048,NA,NA,637.9,1.2303
"602","fraction","half",78,4,2,7.546,0.132520541,132.5205407,2.50558,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"603","fraction","quarter",48,33,2,3.521,0.284010224,284.0102244,1.10993,"quarter",11,3.12,0.179039605,0.334450965,1.95,2,637.9,1.2303
"604","fraction","quarter",21,16,2,3.868,0.258531541,258.5315408,8e-04,"quarter",11,3.12,0.179039605,0.334450965,1.95,2,637.9,1.2303
"605","fraction","half",36,19,2,3.126,0.319897633,319.8976328,0.08788,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"606","fraction","half",42,39,2,1.632,0.612745098,612.745098,-0.71425,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"607","fraction","half",63,8,2,2.094,0.477554919,477.5549188,-0.57535,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"608","fraction","half",51,20,2,4.666,0.214316331,214.3163309,0.96358,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"609","fraction","half",54,20,2,19.989,0.050027515,50.02751513,4.7706,"half",12,4.01,0.077625835,0.445890821,1,1,637.9,1.2303
"610","fruit","banana",21,27,2,3.207,0.311817898,311.8178983,-0.38776,"banana",16,2.74,0.016953999,0.297009927,2.5,3,583.55,1.2303
"611","fruit","apple",39,15,2,1.703,0.58719906,587.1990605,-0.61207,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"612","fruit","apple",57,36,2,1.365,0.732600733,732.6007326,-1.22005,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"613","fruit","guava",45,16,2,2.36,0.423728814,423.7288136,-0.73659,"guava",5,1.15,0.005287322,0.669156333,2.7,2,583.55,1.2303
"614","fruit","peach",54,39,2,2.209,0.452693526,452.6935265,-0.7485,"peach",6,2.51,0.017327601,0.392770017,1.25,1,583.55,1.2303
"615","fruit","apple",60,15,2,2.47,0.4048583,404.8582996,-0.71266,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"616","fruit","apple",72,3,2,2.036,0.491159136,491.1591356,-0.54349,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"617","fruit","apple",18,22,2,3.182,0.314267756,314.2677561,-0.42207,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"618","fruit","apples",78,18,2,2.136,0.468164794,468.164794,-0.97288,"apple",5,2.63,0.021695254,0.262017507,1.9,2,583.55,1.2303
"619","fruit","orange",33,34,2,1.636,0.611246944,611.2469438,-0.88158,"orange",11,3.06,0.01584066,0.265009013,1.95,2,583.55,1.2303
"620","fruit","apple",36,10,2,1.553,0.643915003,643.9150032,-0.99249,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"621","fruit","apple",27,22,2,1.513,0.660938533,660.9385327,-0.84108,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"622","fruit","apple",51,4,2,1.098,0.910746812,910.7468124,-1.04627,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"623","fruit","apple",48,21,2,2.776,0.360230548,360.2305476,0.3407,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"624","fruit","apples",69,32,2,1.822,0.54884742,548.8474204,-0.66052,"apple",5,2.63,0.021695254,0.262017507,1.9,2,583.55,1.2303
"625","fruit","apple",42,33,2,1.367,0.731528895,731.5288954,-0.97507,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"626","fruit","apple",30,18,2,2.054,0.486854917,486.8549172,-0.47337,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"627","fruit","apple",75,11,2,1.887,0.529941706,529.9417064,-0.33835,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"628","fruit","orange",63,4,2,5.164,0.193648335,193.6483346,1.06846,"orange",11,3.06,0.01584066,0.265009013,1.95,2,583.55,1.2303
"629","fruit","apple",24,22,2,4.071,0.245639892,245.6398919,-0.37066,"apple",17,3.08,0.021695254,0.248293724,1.75,2,583.55,1.2303
"630","fuel","petrol",32,31,1,2.482,0.402900886,402.9008864,-0.09601,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"631","fuel","petrol",59,26,1,1.522,0.657030223,657.0302234,-0.96714,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"632","fuel","petrol",71,14,1,1.636,0.611246944,611.2469438,-0.86149,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"633","fuel","petrol",26,23,1,1.844,0.542299349,542.2993492,-0.80052,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"634","fuel","petrol",65,21,1,4.026,0.248385494,248.3854943,0.37737,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"635","fuel","biofuel",29,36,1,4.315,0.23174971,231.7497103,0.68771,"biofuel",2,NA,0.03965765,0.592554383,NA,NA,581.9,1.2303
"636","fuel","petrol",35,32,1,1.539,0.64977258,649.7725796,-0.76771,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"637","fuel","petrol",17,37,1,2.837,0.352485019,352.4850194,-0.46132,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"638","fuel","petrol",20,33,1,2.198,0.454959054,454.9590537,-0.42448,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"639","fuel","gasoline",56,30,1,1.43,0.699300699,699.3006993,-0.72604,"gasoline",3,2.52,0.026865083,0.541961591,2.8,3,581.9,1.2303
"640","fuel","petrol",38,6,1,3.078,0.32488629,324.8862898,0.26574,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"641","fuel","petrol",50,31,1,1.403,0.712758375,712.7583749,-1.1161,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"642","fuel","diesel",47,37,1,3.468,0.288350634,288.3506344,-0.28764,"diesel",16,2.13,0.068631307,0.325751466,1.9,2,581.9,1.2303
"643","fuel","petrol",23,37,1,1.807,0.553403431,553.4034311,-0.6838,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"644","fuel","diesel",77,34,1,4.171,0.239750659,239.7506593,0.65631,"diesel",16,2.13,0.068631307,0.325751466,1.9,2,581.9,1.2303
"645","fuel","food",62,37,1,3.816,0.262054507,262.0545073,0.05602,"food",3,3.9,0.208181868,0.313672369,1.15,1,581.9,1.2303
"646","fuel","diesel",44,39,1,3.014,0.331785003,331.7850033,-0.51841,"diesel",16,2.13,0.068631307,0.325751466,1.9,2,581.9,1.2303
"647","fuel","petrol",53,39,1,3.388,0.295159386,295.1593861,0.37406,"petrol",18,1.91,0.024488507,0.244186005,2.35,2,581.9,1.2303
"648","fuel","gasoline",68,1,1,4.648,0.215146299,215.1462995,0.40764,"gasoline",3,2.52,0.026865083,0.541961591,2.8,3,581.9,1.2303
"649","fuel","diesel",74,38,1,1.873,0.53390283,533.9028297,-0.59604,"diesel",16,2.13,0.068631307,0.325751466,1.9,2,581.9,1.2303
"650","furniture","chair",71,10,1,1.909,0.523834468,523.8344683,-0.68037,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"651","furniture","chair",56,2,1,1.29,0.775193798,775.1937984,-0.82986,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"652","furniture","chair",59,4,1,3.713,0.269323997,269.3239968,-0.29121,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"653","furniture","chair",29,35,1,1.711,0.584453536,584.4535359,-0.75924,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"654","furniture","chair",35,39,1,1.698,0.588928151,588.9281508,-0.68804,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"655","furniture","table",23,1,1,1.588,0.629722922,629.7229219,-1.0043,"table",17,3.73,0.03931544,0.279573998,1.5,2,750.47,1.2303
"656","furniture","chair",38,19,1,1.571,0.636537237,636.5372374,-0.63237,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"657","furniture","table",50,2,1,2.642,0.378501136,378.5011355,-0.60996,"table",17,3.73,0.03931544,0.279573998,1.5,2,750.47,1.2303
"658","furniture","table",65,4,1,1.861,0.537345513,537.3455132,-0.94372,"table",17,3.73,0.03931544,0.279573998,1.5,2,750.47,1.2303
"659","furniture","sofa",68,18,1,3.921,0.25503698,255.0369804,-0.06838,"sofa",12,2.48,0.016984422,0.298956133,1.75,2,750.47,1.2303
"660","furniture","chair",74,2,1,1.585,0.630914826,630.9148265,-0.87431,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"661","furniture","chair",53,4,1,1.518,0.658761528,658.7615283,-0.93925,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"662","furniture","sofa",44,37,1,3.022,0.330906684,330.9066843,-0.51652,"sofa",12,2.48,0.016984422,0.298956133,1.75,2,750.47,1.2303
"663","furniture","sofa",62,12,1,2.07,0.483091787,483.0917874,-0.53411,"sofa",12,2.48,0.016984422,0.298956133,1.75,2,750.47,1.2303
"664","furniture","sofa",32,19,1,1.486,0.67294751,672.9475101,-1.0168,"sofa",12,2.48,0.016984422,0.298956133,1.75,2,750.47,1.2303
"665","furniture","sofa",47,32,1,2.849,0.351000351,351.000351,-0.67597,"sofa",12,2.48,0.016984422,0.298956133,1.75,2,750.47,1.2303
"666","furniture","table",17,20,1,2.24,0.446428571,446.4285714,-0.69026,"table",17,3.73,0.03931544,0.279573998,1.5,2,750.47,1.2303
"667","furniture","chair",77,21,1,2.166,0.461680517,461.6805171,-0.46708,"chair",15,3.4,0.028497398,0.271288197,1.5,1,750.47,1.2303
"668","furniture","table",20,13,1,2.159,0.463177397,463.1773969,-0.46224,"table",17,3.73,0.03931544,0.279573998,1.5,2,750.47,1.2303
"669","furniture","desks",26,29,1,2.667,0.374953131,374.9531309,-0.42352,"desk",2,1.74,0.059847618,0.419263254,1.8,1,750.47,1.2303
"670","gardening tool","spade",60,38,2,3.426,0.291885581,291.8855809,-0.35195,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"671","gardening tool","shovel",57,31,2,3.301,0.302938503,302.9385035,0.14437,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"672","gardening tool","shovel",72,4,2,2.171,0.460617227,460.6172271,-0.4944,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"673","gardening tool","spade",24,5,2,1.893,0.528262018,528.262018,-1.00281,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"674","gardening tool","shovel",39,5,2,1.547,0.646412411,646.4124111,-0.67454,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"675","gardening tool","spade",36,35,2,1.471,0.679809653,679.8096533,-1.0488,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"676","gardening tool","rake",21,5,2,5.919,0.168947457,168.9474573,1.20648,"rake",11,2.18,0.022860948,0.323978989,1,1,1252.87,0.596
"677","gardening tool","spade",33,5,2,1.916,0.521920668,521.9206681,-0.82277,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"678","gardening tool","shovel",51,15,2,1.554,0.643500644,643.5006435,-0.7894,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"679","gardening tool","fork",54,9,2,2.755,0.362976407,362.9764065,-0.57902,"fork",6,2.65,0.087562731,0.293851192,1.15,1,1252.87,0.596
"680","gardening tool","shovel",75,13,2,3.778,0.264690312,264.6903123,0.06936,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"681","gardening tool","spade",27,7,2,2.38,0.420168067,420.1680672,-0.60086,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"682","gardening tool","spade",42,19,2,1.212,0.825082508,825.0825083,-1.12762,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"683","gardening tool","spade",18,7,2,2.669,0.374672162,374.6721619,-0.5958,"spade",13,2.08,0.039135116,0.313757981,1.25,1,1252.87,0.596
"684","gardening tool","shovel",69,30,2,2.577,0.388048118,388.048118,-0.3178,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"685","gardening tool","rake",48,16,2,1.586,0.630517024,630.517024,-0.88801,"rake",11,2.18,0.022860948,0.323978989,1,1,1252.87,0.596
"686","gardening tool","rake",30,14,2,3.329,0.300390508,300.3905077,0.08513,"rake",11,2.18,0.022860948,0.323978989,1,1,1252.87,0.596
"687","gardening tool","shovel",78,32,2,3.921,0.25503698,255.0369804,0.17482,"shovel",13,2.54,0.026736219,0.315024327,1.8,2,1252.87,0.596
"688","gemstone","ruby",29,30,1,3.122,0.320307495,320.3074952,0.02481,"ruby",13,2.78,0.035702117,0.617586423,1.7,2,1327.67,1.3687
"689","gemstone","emerald",65,9,1,5.548,0.180245133,180.2451334,1.30611,"emerald",7,2.12,0.033812525,0.488541133,2.9,3,1327.67,1.3687
"690","gemstone","ruby",17,9,1,2.888,0.346260388,346.2603878,-0.44176,"ruby",13,2.78,0.035702117,0.617586423,1.7,2,1327.67,1.3687
"691","gemstone","ruby",59,38,1,4.567,0.21896212,218.9621196,-0.02775,"ruby",13,2.78,0.035702117,0.617586423,1.7,2,1327.67,1.3687
"692","gemstone","quartz",23,16,1,1.828,0.547045952,547.0459519,-0.65307,"quartz",2,1.45,0.008695113,0.476130676,1.8,1,1327.67,1.3687
"693","gemstone","ruby",38,1,1,6.034,0.165727544,165.7275439,2.02738,"ruby",13,2.78,0.035702117,0.617586423,1.7,2,1327.67,1.3687
"694","gemstone","ruby",35,2,1,1.689,0.592066311,592.0663114,-0.69255,"ruby",13,2.78,0.035702117,0.617586423,1.7,2,1327.67,1.3687
"695","gemstone","pearl",44,27,1,18.173,0.055026688,55.02668794,3.07425,"pearl",5,2.9,0.027795618,0.581237305,1.35,1,1327.67,1.3687
"696","gemstone","pearl",74,3,1,3.726,0.268384326,268.3843264,1.19432,"pearl",5,2.9,0.027795618,0.581237305,1.35,1,1327.67,1.3687
"697","gemstone","opal",68,38,1,5.851,0.170910955,170.9109554,1.19534,"opal",6,1.72,0.022516448,0.469380313,1.85,2,1327.67,1.3687
"698","gemstone","sapphire",32,25,1,4.232,0.236294896,236.294896,1.52183,"sapphire",12,1.79,0.017924548,0.530712848,2.4,2,1327.67,1.3687
"699","gemstone","opal",20,23,1,2.479,0.403388463,403.3884631,-0.15238,"opal",6,1.72,0.022516448,0.469380313,1.85,2,1327.67,1.3687
"700","gemstone","pearl",53,25,1,4.427,0.225886605,225.8866049,1.10376,"pearl",5,2.9,0.027795618,0.581237305,1.35,1,1327.67,1.3687
"701","gemstone","amber",26,14,1,3.037,0.329272308,329.2723082,-0.25403,"amber",2,2.68,0.049510905,0.597258839,1.8,2,1327.67,1.3687
"702","gemstone","ruby",47,2,1,3.881,0.25766555,257.6655501,-0.02855,"ruby",13,2.78,0.035702117,0.617586423,1.7,2,1327.67,1.3687
"703","gemstone","emerald",62,5,1,3.241,0.308546745,308.5467448,-0.13833,"emerald",7,2.12,0.033812525,0.488541133,2.9,3,1327.67,1.3687
"704","gemstone","amber",56,35,1,4.597,0.217533174,217.5331738,1.62253,"amber",2,2.68,0.049510905,0.597258839,1.8,2,1327.67,1.3687
"705","geometric shape","square",53,20,1,3.019,0.331235508,331.2355084,0.11491,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"706","geometric shape","circle",65,29,1,3.697,0.270489586,270.4895862,0.17662,"circle",16,3.04,0.033720793,0.263950721,1.85,2,1384.49,0.596
"707","geometric shape","square",47,31,1,4.55,0.21978022,219.7802198,0.39114,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"708","geometric shape","square",38,10,1,2.429,0.411692054,411.6920543,-0.12104,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"709","geometric shape","square",56,29,1,1.284,0.778816199,778.8161994,-0.83431,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"710","geometric shape","square",77,39,1,4.445,0.224971879,224.9718785,0.80983,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"711","geometric shape","triangle",62,38,1,2.627,0.380662352,380.6623525,-0.34585,"triangle",18,2.34,0.058570389,0.332371258,3.45,3,1384.49,0.596
"712","geometric shape","square",74,32,1,2.241,0.446229362,446.2293619,-0.24048,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"713","geometric shape","circle",20,38,1,4.255,0.235017626,235.0176263,1.56738,"circle",16,3.04,0.033720793,0.263950721,1.85,2,1384.49,0.596
"714","geometric shape","circle",68,10,1,2.758,0.362581581,362.5815809,-0.82989,"circle",16,3.04,0.033720793,0.263950721,1.85,2,1384.49,0.596
"715","geometric shape","square",17,5,1,1.711,0.584453536,584.4535359,-0.89312,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"716","geometric shape","square",23,36,1,2.299,0.434971727,434.9717268,0.03621,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"717","geometric shape","hexagon",35,14,1,3.38,0.295857988,295.8579882,0.15469,"hexagon",11,0.7,0.058218421,0.54025186,3.85,3,1384.49,0.596
"718","geometric shape","square",71,29,1,4.024,0.248508946,248.5089463,0.72283,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"719","geometric shape","triangle",32,14,1,2.687,0.372162263,372.1622627,0.09351,"triangle",18,2.34,0.058570389,0.332371258,3.45,3,1384.49,0.596
"720","geometric shape","circle",26,19,1,12.146,0.082331632,82.33163181,3.91862,"circle",16,3.04,0.033720793,0.263950721,1.85,2,1384.49,0.596
"721","geometric shape","triangle",29,20,1,2.551,0.392003136,392.003136,-0.29248,"triangle",18,2.34,0.058570389,0.332371258,3.45,3,1384.49,0.596
"722","geometric shape","triangle",50,11,1,4.768,0.209731544,209.7315436,0.25853,"triangle",18,2.34,0.058570389,0.332371258,3.45,3,1384.49,0.596
"723","geometric shape","square",44,31,1,21.919,0.045622519,45.62251928,3.96204,"square",19,3.21,0.012766792,0.271187446,1.8,1,1384.49,0.596
"724","green vegetable","broccoli",46,16,3,1.928,0.518672199,518.6721992,-0.48569,"broccoli",16,2.07,0.080076621,0.38562503,2.8,3,1398.94,0.596
"725","green vegetable","cucumber",31,29,3,3.065,0.326264274,326.2642741,-0.08049,"cucumber",11,2.01,0.086774589,0.379470742,4.2,3,1398.94,0.596
"726","green vegetable","cabbage",40,39,3,1.822,0.54884742,548.8474204,-0.63153,"cabbage",9,2.17,0.095371836,0.33624918,2.55,2,1398.94,0.596
"727","green vegetable","cabbage",55,34,3,2.968,0.336927224,336.9272237,0.13968,"cabbage",9,2.17,0.095371836,0.33624918,2.55,2,1398.94,0.596
"728","green vegetable","brussels sprouts",58,13,3,2.128,0.469924812,469.924812,-0.32876,"brussels sprouts",3,2.26149035,0.096368631,0.297683977,NA,3,1398.94,0.596
"729","green vegetable","lettuce",64,25,3,1.577,0.634115409,634.115409,-1.30234,"lettuce",12,2.24,0.092695298,0.363598444,1.8,2,1398.94,0.596
"730","green vegetable","courgette",37,17,3,4.528,0.220848057,220.8480565,0.13719,"zucchini",7,0.3,0.08355714,0.452518115,NA,2,1398.94,0.596
"731","green vegetable","cucumber",80,10,3,2.979,0.335683115,335.6831151,0.54518,"cucumber",11,2.01,0.086774589,0.379470742,4.2,3,1398.94,0.596
